"['Qs']:[]:[],[]","[0.0, 0.0, 1.0, 0.0]"
"['Ks']:[['Kh']]:[0, 0],[3, 4]","[1.0, 0.0]"
"['Qh']:[['As']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['As']:[['Qh']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Ah']:[['Qh']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['Ah']:[['Qh']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['Ks']:[['As']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['As']:[['Kh']]:[0, 0],[4]","[0.0, 1.0]"
"['As']:[['Qh']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Kh']:[['Ah']]:[0, 2, 2],[]","[0.0, 0.0, 1.0]"
"['Kh']:[['Ah']]:[0, 2, 2],[0, 2]","[1.0, 0.0]"
"['Kh']:[['Ah']]:[0, 2, 2],[1, 2]","[1.0, 0.0]"
"['Kh']:[['Qh']]:[2, 3, 1],[0]","[0.0, 1.0]"
"['As']:[['Ah']]:[2, 2],[0]","[0.0, 1.0, 0.0]"
"['As']:[['Ah']]:[2, 2],[1]","[0.0, 0.4, 0.6]"
"['As']:[['Ah']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['Ks']:[['Qs']]:[0, 0],[3]","[0.857, 0.0, 0.143, 0.0, 0.0]"
"['Ah']:[['Qs']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['Ks']:[['Qs']]:[0, 2, 2],[1]","[1.0, 0.0, 0.0]"
"['Ah']:[['Qs']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Ks']:[]:[0, 3, 4],[]","[1.0, 0.0]"
"['Ks']:[['Ah']]:[2, 3, 1],[0]","[0.0, 1.0]"
"['Kh']:[['Ah']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Kh']:[['Ks']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Qs']:[['Ks']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['Qs']:[['Ks']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['Kh']:[['Ks']]:[2, 2],[1, 2]","[1.0, 0.0]"
"['Kh']:[['As']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Kh']:[['As']]:[2, 2],[0, 2]","[0.0, 1.0]"
"['As']:[['Ah']]:[2, 2],[0, 2]","[1.0, 0.0]"
"['Ks']:[['Qs']]:[2, 2],[0, 2]","[0.0, 1.0]"
"['Qs']:[['Ah']]:[0, 3, 3],[1]","[0.0, 1.0]"
"['Qh']:[['Ah']]:[2, 2],[0, 2]","[0.0, 1.0]"
"['Qh']:[['Ks']]:[2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Kh']:[['Qh']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['Qh']:[['Ah']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['As']:[['Qs']]:[0, 2, 3, 1],[0]","[0.5, 0.5]"
"['As']:[['Qs']]:[0, 2, 3, 1],[1]","[0.5, 0.5]"
"['Qh']:[['Ks']]:[0, 3, 3],[0, 1]","[0.0, 1.0]"
"['Kh']:[['Qh']]:[2, 3, 1],[]","[0.0, 1.0]"
"['Kh']:[['Ah']]:[0, 0],[0, 4]","[1.0, 0.0]"
"['Ah']:[['Qh']]:[0, 2, 2],[0, 1]","[0.0, 0.5, 0.5]"
"['Ah']:[['Qh']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['Qs']:[['Ah']]:[2, 2],[1, 2]","[0.0, 1.0]"
"['Ks']:[['Qh']]:[0, 2, 2],[]","[0.306, 0.0, 0.694]"
"['Ks']:[['Qh']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Ks']:[['Qh']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['Ks']:[['Qh']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Qh']:[['Kh']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Qh']:[['Kh']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Kh']:[['Ks']]:[0, 2, 2],[1, 2]","[1.0, 0.0]"
"['As']:[['Ah']]:[2, 2],[2]","[0.0, 1.0]"
"['Qh']:[['Ks']]:[0, 0],[0]","[0.25, 0.25, 0.25, 0.25]"
"['Qh']:[['Ks']]:[0, 0],[0, 3, 4]","[0.5, 0.5]"
"['Qh']:[['Ks']]:[0, 0],[2]","[0.2, 0.2, 0.2, 0.2, 0.2]"
"['Kh']:[['Ks']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Qh']:[['Ks']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['Kh']:[['Ks']]:[0, 0],[3, 4]","[1.0, 0.0]"
"['Qh']:[['Ks']]:[0, 0],[4]","[0.5, 0.5]"
"['Ah']:[['Kh']]:[0, 0],[]","[1.0, 0.0, 0.0, 0.0]"
"['Qh']:[['Ah']]:[2, 3, 1],[1]","[1.0, 0.0]"
"['Ks']:[['Ah']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['As']:[['Qh']]:[0, 0],[2]","[0.0, 0.333, 0.333, 0.0, 0.333]"
"['As']:[['Qh']]:[0, 0],[2, 3, 2]","[0.0, 1.0]"
"['Ah']:[['Ks']]:[0, 0],[2, 4]","[1.0, 0.0]"
"['Qs']:[['Kh']]:[2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Qs']:[['Kh']]:[2, 2],[1, 2]","[0.0, 1.0]"
"['As']:[['Qs']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Qh']:[['As']]:[2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Qh']:[['Ah']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['Ks']:[['Qs']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['Ks']:[['Qh']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['Ks']:[['Qh']]:[0, 0],[2, 4]","[0.0, 1.0]"
"['Kh']:[['Qs']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['Kh']:[['Qh']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['Qh']:[['Ah']]:[2, 3, 1],[0]","[0.0, 1.0]"
"['Kh']:[['Qs']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['Ah']:[['Qs']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['Qh']:[['Ks']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Ah']:[['Ks']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['Qh']:[['As']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['Qh']:[['As']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Qh']:[['As']]:[2, 2],[0, 2]","[0.0, 1.0]"
"['Qs']:[['Ks']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Ah']:[['Ks']]:[0, 2, 2],[0, 1, 2]","[0.5, 0.5]"
"['Qs']:[['Ks']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Ah']:[['As']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['Qh']:[['As']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['Ah']:[['As']]:[0, 0],[0, 2, 3, 2]","[1.0, 0.0]"
"['Qh']:[['As']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['Qs']:[['As']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Ah']:[['Qh']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['Kh']:[['Qh']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Qh']:[['As']]:[2, 3, 1],[0]","[0.0, 1.0]"
"['Kh']:[['Ah']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['Qh']:[['Ks']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Qh']:[['Kh']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['Qh']:[['Kh']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['Kh']:[['Ks']]:[2, 2],[0, 2]","[1.0, 0.0]"
"['Qs']:[['Ks']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['Qs']:[['Ks']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['Ah']:[['Kh']]:[0, 0],[0, 4]","[1.0, 0.0]"
"['Ah']:[['Kh']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Qh']:[['Kh']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['As']:[['Qs']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 1.0, 0.0]"
"['As']:[['Qs']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['As']:[['Qs']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['As']:[['Qs']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['Kh']:[['As']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['As']:[['Kh']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.445, 0.555]"
"['As']:[['Kh']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Kh']:[['Qh']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['As']:[['Kh']]:[0, 0],[0, 3]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Ks']:[['Kh']]:[3, 3],[0, 1]","[1.0, 0.0]"
"['Qs']:[['Kh']]:[2, 2],[0, 2]","[0.0, 1.0]"
"['Qs']:[['Kh']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['Qs']:[['Kh']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['As']:[['Ks']]:[0, 2, 2],[]","[0.0, 0.0, 1.0]"
"['As']:[['Ks']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['As']:[['Ks']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['As']:[['Ks']]:[0, 2, 2],[1, 2]","[0.0, 1.0]"
"['Qs']:[['Kh']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['Qs']:[['Kh']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['Ks']:[['Qh']]:[0, 0],[2, 3]","[0.0, 0.158, 0.842]"
"['Ah']:[['Qh']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['As']:[['Qh']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['Qs']:[['As']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['Qh']:[['Kh']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Ks']:[['Qh']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['Kh']:[['Ah']]:[0, 0],[0, 3]","[0.437, 0.0, 0.022, 0.0, 0.541]"
"['Ks']:[['As']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Kh']:[['Qs']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['Ks']:[['Qh']]:[0, 3, 3],[0, 1]","[0.0, 1.0]"
"['Kh']:[['Ks']]:[0, 0],[0, 2, 3, 2]","[1.0, 0.0]"
"['Qh']:[['Qs']]:[0, 0],[2, 4]","[1.0, 0.0]"
"['As']:[['Ks']]:[0, 0],[0, 4]","[1.0, 0.0]"
"['As']:[['Ks']]:[0, 0],[3, 4]","[1.0, 0.0]"
"['Qh']:[['As']]:[0, 0],[0, 3, 4]","[0.5, 0.5]"
"['Ks']:[['As']]:[0, 0],[2, 4]","[0.722, 0.278]"
"['Kh']:[['Ks']]:[0, 0],[2, 4]","[1.0, 0.0]"
"['Kh']:[['As']]:[0, 0],[0, 3]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['As']:[['Ah']]:[2, 3, 1],[0]","[0.0, 1.0]"
"['Kh']:[['Qs']]:[2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Qs']:[['Ah']]:[0, 0],[]","[0.0, 0.0, 1.0, 0.0]"
"['Qs']:[['As']]:[0, 0],[0, 3]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Ah']:[['As']]:[0, 0],[0, 3, 4]","[0.5, 0.5]"
"['Ah']:[['Qs']]:[0, 0],[0, 3, 4]","[0.5, 0.5]"
"['Qh']:[['As']]:[0, 0],[0, 3]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Ah']:[['Ks']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['As']:[['Ks']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Ah']:[['Ks']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['As']:[['Ks']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['As']:[['Ah']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['As']:[['Ah']]:[0, 0],[0, 2, 3, 2]","[1.0, 0.0]"
"['Ah']:[['Ks']]:[0, 0],[0, 3]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Qh']:[['Qs']]:[0, 2, 2],[0, 2]","[1.0, 0.0]"
"['Qs']:[['Kh']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['Ah']:[['As']]:[0, 0],[2, 4]","[1.0, 0.0]"
"['Qs']:[['Ah']]:[0, 0],[2, 4]","[0.0, 1.0]"
"['Qs']:[['Ah']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Qs']:[['Ah']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Qs']:[['Qh']]:[2, 2],[1, 2]","[1.0, 0.0]"
"['Qs']:[['Qh']]:[0, 0],[0, 3]","[0.171, 0.0, 0.0, 0.0, 0.829]"
"['Ks']:[['Qh']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Ah']:[['Kh']]:[0, 0],[0, 2]","[0.342, 0.0, 0.0, 0.101, 0.556]"
"['Qs']:[['Ks']]:[0, 0],[2, 3, 2]","[0.5, 0.5]"
"['Qh']:[['Kh']]:[3, 3],[0]","[0.5, 0.5]"
"['Qs']:[['Ks']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Qh']:[['Ks']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['Qh']:[['Ks']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['Kh']:[['Qh']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Qs']:[['Qh']]:[0, 0],[0, 2, 3, 2]","[1.0, 0.0]"
"['Qh']:[['Ks']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['Qs']:[['Ks']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Qs']:[['Ks']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['As']:[['Kh']]:[0, 0],[0, 2, 3, 2]","[1.0, 0.0]"
"['Ah']:[['Kh']]:[0, 0],[0, 2, 3, 2]","[1.0, 0.0]"
"['Ah']:[['Kh']]:[0, 0],[3, 4]","[1.0, 0.0]"
"['Qh']:[['Qs']]:[0, 0],[0, 4]","[1.0, 0.0]"
"['Ah']:[['Ks']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Ks']:[['Kh']]:[0, 0],[0, 4]","[1.0, 0.0]"
"['Qh']:[['Kh']]:[0, 0],[2, 4]","[0.0, 1.0]"
"['Kh']:[['Qs']]:[0, 0],[0, 3]","[0.0, 0.237, 0.0, 0.237, 0.526]"
"['As']:[['Qh']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Ks']:[['As']]:[0, 0],[0, 2, 3, 2]","[0.375, 0.625]"
"['Ah']:[['Kh']]:[0, 0],[0, 3, 4]","[0.5, 0.5]"
"['Qh']:[['Kh']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['Ah']:[['Qs']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['As']:[['Qs']]:[0, 0],[0, 4]","[0.0, 1.0]"
"['As']:[['Qs']]:[0, 0],[2, 4]","[0.0, 1.0]"
"['Qs']:[['Ah']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Qs']:[['Ah']]:[0, 0],[0, 2, 3]","[0.333, 0.333, 0.333]"
"['Qs']:[['Ah']]:[0, 0],[0, 2, 4]","[0.5, 0.5]"
"['Kh']:[['Ks']]:[2, 2],[0, 1]","[1.0, 0.0, 0.0]"
"['Ah']:[['Kh']]:[0, 0],[0, 3]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Kh']:[['Qs']]:[0, 0],[2, 4]","[0.0, 1.0]"
"['As']:[['Ah']]:[2, 2],[0, 1, 2]","[0.5, 0.5]"
"['Qh']:[['Ah']]:[2, 2],[1, 2]","[0.0, 1.0]"
"['As']:[['Qh']]:[2, 2],[0]","[0.5, 0.0, 0.5]"
"['As']:[['Qh']]:[2, 2],[0, 1, 2]","[0.0, 1.0]"
"['As']:[['Qh']]:[2, 2],[1]","[0.333, 0.333, 0.333]"
"['Ah']:[['Kh']]:[0, 2, 2],[0, 1]","[0.0, 0.0, 1.0]"
"['Qs']:[['Qh']]:[2, 2],[0, 1]","[1.0, 0.0, 0.0]"
"['Kh']:[['Ks']]:[0, 0],[0, 4]","[1.0, 0.0]"
"['As']:[['Qs']]:[2, 2],[0, 1, 2]","[0.0, 1.0]"
"['Qh']:[['Kh']]:[0, 0],[0, 3]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Qs']:[['Qh']]:[0, 0],[3, 4]","[1.0, 0.0]"
"['Ks']:[['Qh']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Ah']:[['Ks']]:[0, 0],[0, 2]","[0.329, 0.0, 0.0, 0.671, 0.0]"
"['Kh']:[['Ah']]:[0, 0],[2, 3]","[0.0, 0.0, 1.0]"
"['Qs']:[['Kh']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Ks']:[['Qs']]:[2, 2],[0, 1]","[0.0, 0.125, 0.875]"
"['Ks']:[['As']]:[0, 2, 2],[0, 2]","[0.0, 1.0]"
"['Ah']:[['Ks']]:[0, 0],[0, 2, 3, 2]","[1.0, 0.0]"
"['Qs']:[['Kh']]:[0, 0],[2, 3]","[0.0, 0.393, 0.607]"
"['Qs']:[['Qh']]:[2, 3, 1],[]","[1.0, 0.0]"
"['Qs']:[['Qh']]:[2, 3, 1],[0, 1]","[1.0, 0.0]"
"['Ah']:[['Kh']]:[0, 0],[2, 4]","[1.0, 0.0]"
"['Qs']:[['Ks']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Qh']:[['Qs']]:[0, 0],[0, 3]","[1.0, 0.0, 0.0, 0.0, 0.0]"
"['Kh']:[['Ks']]:[2, 3, 1],[0, 1]","[1.0, 0.0]"
"['As']:[['Qh']]:[2, 3, 1],[]","[0.0, 1.0]"
"['As']:[['Qh']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Qs']:[['Kh']]:[2, 3, 1],[]","[0.0, 1.0]"
"['Qh']:[['Ks']]:[2, 3, 1],[]","[0.409, 0.591]"
"['Qh']:[['Ks']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['As']:[['Ah']]:[2, 3, 1],[]","[0.5, 0.5]"
"['As']:[['Ah']]:[2, 3, 1],[0, 1]","[0.5, 0.5]"
"['Ks']:[['Kh']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['Qh']:[['Kh']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Ks']:[['As']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Kh']:[['Qs']]:[0, 0],[3, 4]","[0.0, 1.0]"
"['As']:[['Kh']]:[0, 0],[2, 4]","[1.0, 0.0]"
"['Kh']:[['Ks']]:[2, 3, 1],[1]","[0.0, 1.0]"
"['As']:[['Ah']]:[0, 3, 3],[0, 1]","[1.0, 0.0]"
"['Qh']:[['Ks']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Qh']:[['Kh']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Qh']:[['As']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.264, 0.736]"
"['Ah']:[['Qs']]:[2, 3, 1],[]","[0.0, 1.0]"
"['Ah']:[['Qs']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['As']:[['Kh']]:[2, 3, 1],[0]","[0.5, 0.5]"
"['Qs']:[['Ah']]:[2, 3, 1],[]","[0.0, 1.0]"
"['Qs']:[['Ah']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Qs']:[['Kh']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Qh']:[['Ah']]:[2, 3, 1],[]","[0.0, 1.0]"
"['Qh']:[['Ah']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Ah']:[['Kh']]:[2, 3, 1],[]","[0.0, 1.0]"
"['Ah']:[['Kh']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Ah']:[['Qh']]:[2, 3, 1],[0, 1]","[0.0, 1.0]"
"['Qs']:[['Kh']]:[0, 0],[2, 4]","[0.0, 1.0]"
"['Qh']:[['As']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Qh']:[['Ks']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Qh']:[['Qs']]:[0, 0],[2, 3]","[0.322, 0.0, 0.678]"
"['Ah']:[['Qh']]:[0, 0],[0, 2]","[0.0, 0.0, 0.0, 0.0, 1.0]"
"['Ks']:[['Qs']]:[2, 2],[1]","[1.0, 0.0, 0.0]"
"['Ah']:[['Qs']]:[0, 3, 3],[0, 1]","[0.0, 1.0]"
"['Ks']:[['Qh']]:[2, 2],[0, 1, 2]","[1.0, 0.0]"
"['Ah']:[['Qh']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
"['Qs']:[['Kh']]:[0, 0],[0, 2, 3, 2]","[0.0, 1.0]"
